property_area,house_age,house_style,neighborhood,overall_quality,overall_condition,spaciousness,liv_lot_ratio,remodel_age,bath_area,bsmt_area,garage_area,garage_age,has_2ndfloor,has_porch,has_pool,has_multiple_kitchen,sale_price
2142,93,2Story,OldTown,6,7,177.0,0.0,11,1.5,687,212,20.0,1,1,0,0,133609
2502,80,2Story,OldTown,7,9,213.0,0.0,2,2.0,945,508,77.0,1,1,0,0,212021
2830,37,1Story,CollgCr,5,5,194.0,0.0,34,2.0,895,461,26.0,0,1,0,0,134881
1210,58,1Story,NAmes,4,5,174.0,0.0,58,1.0,676,298,44.0,0,0,0,0,87649
1550,95,1.5Fin,OldTown,5,7,222.0,0.0,57,1.0,780,222,76.0,1,1,0,0,108067
2314,35,1Story,NWAmes,6,5,183.0,0.0,37,2.0,1477,407,28.0,0,1,0,0,147878
1904,31,1Story,NAmes,5,5,204.0,0.0,2,2.0,930,533,53.0,0,1,0,0,137406
1879,27,1Story,Mitchel,6,5,172.0,0.0,22,2.0,1467,399,30.0,0,1,0,0,174389
2326,9,1Story,CollgCr,6,5,244.0,0.0,2,2.0,1384,346,6.0,0,1,0,0,134827
5070,2,1Story,Somerst,8,5,227.0,0.0,1,3.0,1984,886,0.0,0,1,0,0,354781
4588,15,1Story,CollgCr,7,5,239.0,0.0,5,3.0,1961,505,14.0,0,1,0,0,244441
2751,50,1Story,CollgCr,5,5,187.0,0.0,31,2.0,895,539,51.0,0,1,0,0,134823
2402,40,1.5Fin,NAmes,6,6,236.0,0.0,58,1.5,773,273,87.0,1,1,0,0,144404
2187,84,2Story,OldTown,6,6,198.0,0.0,2,1.5,670,528,44.0,1,1,0,0,97802
2041,49,1Story,NAmes,5,5,173.0,0.0,9,2.0,976,413,15.0,0,1,0,0,113909
4081,5,2Story,Gilbert,7,5,290.0,0.0,14,3.5,766,516,7.0,1,1,0,0,272235
1913,49,1.5Fin,OldTown,5,4,212.0,0.0,56,1.0,926,251,69.0,1,1,0,0,149023
1649,23,1Story,Mitchel,5,5,186.0,0.0,40,2.0,817,517,33.0,0,1,0,0,143653
2527,41,1Story,NAmes,5,5,191.0,0.0,12,2.0,1443,513,49.0,0,1,0,0,139376
2308,35,1Story,NAmes,6,5,175.0,0.0,57,2.0,591,500,51.0,0,1,0,0,131431
4258,10,2Story,SawyerW,7,5,239.0,0.0,16,3.5,786,541,14.0,1,1,0,0,236962
2097,97,1.5Fin,Crawfor,6,7,223.0,0.0,60,1.5,634,188,76.0,1,1,0,0,165713
1577,58,1Story,NAmes,5,5,203.0,0.0,59,1.0,701,246,54.0,0,1,0,0,127381
2151,41,1.5Fin,NAmes,6,6,184.0,0.0,45,1.5,679,321,48.0,1,1,0,0,122637
2035,56,1Story,NAmes,5,6,198.0,0.0,57,1.5,1158,254,59.0,0,1,0,0,160945
2913,9,1Story,CollgCr,7,5,253.0,0.0,15,3.0,1665,448,13.0,0,1,0,0,217449
2356,14,2Story,Gilbert,6,5,251.0,0.0,4,2.5,614,587,22.0,1,1,0,0,157568
3025,106,2Story,OldTown,8,5,243.0,0.0,9,2.5,930,810,9.0,1,1,0,0,261015
2315,3,1Story,CollgCr,6,5,267.0,0.0,2,2.0,1161,386,7.0,0,1,0,0,165515
3919,50,2Story,Crawfor,7,7,328.0,0.0,12,3.5,864,451,57.0,1,1,0,0,264436
2406,44,1Story,Mitchel,5,5,170.0,0.0,31,2.0,1396,676,33.0,0,1,0,0,145510
4199,53,2Story,Crawfor,7,8,220.0,0.0,13,3.5,822,469,30.0,1,1,0,0,193237
3523,14,2Story,NoRidge,7,5,327.0,0.0,16,3.5,1358,871,15.0,1,1,0,0,260759
1556,47,1Story,NAmes,5,5,155.0,0.0,42,2.0,729,289,34.0,0,1,0,0,106415
3229,19,2Story,Crawfor,7,7,284.0,0.0,18,2.5,552,529,11.0,1,1,0,0,241312
2985,12,1Story,CollgCr,6,5,190.0,0.0,9,2.0,1404,574,7.0,0,1,0,0,199776
1771,100,2Story,OldTown,5,6,176.0,0.0,53,1.5,653,249,43.0,1,1,0,0,62368
1833,46,1Story,Edwards,5,5,171.0,0.0,39,2.0,574,6,26.0,0,1,0,0,149997
1922,86,2Story,SWISU,6,6,170.0,0.0,60,1.5,676,272,72.0,1,1,0,0,144266
1725,15,1Story,CollgCr,5,5,198.0,0.0,4,2.0,644,529,16.0,0,0,0,0,141517
1453,84,1.5Fin,BrkSide,5,6,195.0,0.0,58,1.0,780,217,62.0,1,1,0,0,132510
2997,45,1Story,NAmes,5,5,188.0,0.0,37,2.0,1362,540,42.0,0,1,0,0,172640
2643,59,1Story,NAmes,5,5,175.0,0.0,37,2.0,1378,452,48.0,0,1,0,0,149785
2513,2,2Story,Gilbert,7,5,310.0,0.0,7,2.5,782,501,6.0,1,1,0,0,183662
1996,88,1Story,OldTown,5,7,139.0,0.0,53,1.0,904,203,79.0,0,1,0,0,81422
3080,40,1Story,NAmes,5,5,163.0,0.0,12,2.0,1203,560,56.0,0,1,0,0,110961
2787,5,2Story,Gilbert,7,5,241.0,0.0,12,2.5,636,532,8.0,1,1,0,0,195555
3027,8,2Story,CollgCr,7,5,280.0,0.0,14,2.5,1407,669,18.0,1,1,0,0,252165
1480,44,1Story,Sawyer,5,5,195.0,0.0,32,2.0,751,0,27.0,0,1,0,0,116035
1473,45,1Story,NAmes,5,5,171.0,0.0,40,1.0,741,272,42.0,0,0,0,0,109341
2843,13,2Story,CollgCr,7,5,270.0,0.0,2,2.5,995,543,4.0,1,1,0,0,210644
2332,0,2Story,Somerst,7,5,270.0,0.0,3,2.5,1047,663,2.0,1,1,0,0,182271
1462,40,1Story,CollgCr,5,5,180.0,0.0,1,2.0,1142,565,47.0,0,1,0,0,159810
2136,47,2Story,NAmes,6,5,187.0,0.0,38,2.5,933,432,28.0,1,1,0,0,129270
1739,64,1.5Fin,OldTown,5,7,216.0,0.0,54,2.0,659,290,69.0,1,1,0,0,124275
5441,32,1Story,NAmes,6,5,221.0,0.0,44,2.0,1265,460,52.0,0,1,0,0,128037
4263,3,1Story,NridgHt,8,5,236.0,0.0,3,3.0,1541,965,0.0,0,1,0,0,255258
4163,2,2Story,Somerst,7,5,327.0,0.0,9,3.5,912,507,2.0,1,1,0,0,323667
2538,67,2Story,OldTown,6,5,243.0,0.0,12,2.0,862,426,16.0,1,1,0,0,191083
1598,58,1Story,NAmes,5,5,164.0,0.0,55,1.0,979,286,42.0,0,0,0,0,88162
1251,89,1Story,OldTown,4,5,182.0,0.0,53,1.0,765,245,59.0,0,0,0,0,93907
1790,35,1Story,NAmes,5,5,207.0,0.0,35,2.0,973,269,40.0,0,0,0,0,121779
2292,88,2Story,OldTown,7,9,230.0,0.0,5,1.5,626,310,59.0,1,1,0,0,156690
2875,106,2Story,Crawfor,7,7,262.0,0.0,16,1.5,704,263,74.0,1,1,0,0,162471
1673,59,1Story,Edwards,5,5,209.0,0.0,60,2.0,1052,161,45.0,0,1,0,0,86121
1993,35,1Story,CollgCr,6,5,167.0,0.0,-1,2.0,1162,636,4.0,0,1,0,0,166229
2643,50,1Story,NAmes,6,6,213.0,0.0,6,2.0,1337,514,45.0,0,1,0,0,164399
1822,51,1Story,NAmes,5,5,189.0,0.0,35,2.0,824,302,44.0,0,0,0,0,117552
3478,42,2Story,NAmes,6,5,263.0,0.0,0,2.5,980,483,45.0,1,1,0,0,159231
2150,40,2Story,NAmes,6,6,194.0,0.0,37,1.5,486,322,37.0,1,1,0,0,145442
2437,43,2Story,NAmes,6,6,252.0,0.0,58,1.5,774,200,50.0,1,1,0,0,187311
1758,46,1Story,NAmes,5,5,186.0,0.0,36,2.0,731,437,45.0,0,1,0,0,122644
2652,38,2Story,NWAmes,7,5,194.0,0.0,2,2.5,790,521,26.0,1,1,0,0,168446
3040,5,1Story,Somerst,7,5,247.0,0.0,1,2.0,1853,877,0.0,0,1,0,0,313599
2083,11,2Story,Somerst,7,5,315.0,0.0,3,2.5,698,531,4.0,1,1,0,0,185130
3192,12,2Story,CollgCr,7,5,265.0,0.0,4,2.5,866,494,1.0,1,1,0,0,255922
2035,105,1.5Fin,OldTown,5,7,220.0,0.0,55,2.0,669,210,72.0,1,1,0,0,68453
2341,6,1Story,CollgCr,7,5,241.0,0.0,4,3.0,1294,556,5.0,0,1,0,0,161331
1740,86,1Story,Edwards,5,7,182.0,0.0,56,1.0,819,382,35.0,0,1,0,0,121999
1857,93,1.5Fin,Edwards,6,5,196.0,0.0,56,1.5,548,260,47.0,1,1,0,0,151078
1760,32,1Story,NAmes,5,6,197.0,0.0,50,1.0,508,314,40.0,0,1,0,0,113730
2017,40,1Story,NAmes,4,5,169.0,0.0,60,1.0,732,25,,0,0,0,0,41823
1979,42,1Story,Edwards,5,5,202.0,0.0,9,2.0,778,401,7.0,0,1,0,0,96403
2857,29,1Story,CollgCr,5,5,162.0,0.0,31,2.0,1378,500,32.0,0,1,0,0,151887
2348,87,2Story,Crawfor,6,7,366.0,0.0,13,2.5,754,338,88.0,1,1,0,0,177170
3933,7,2Story,Somerst,8,5,253.0,0.0,4,3.5,888,886,3.0,1,1,0,0,379140
1537,66,2Story,Crawfor,7,8,247.0,0.0,14,1.5,809,145,95.0,1,1,0,0,130906
2418,47,1Story,NAmes,5,5,187.0,0.0,5,2.0,719,452,48.0,0,1,0,0,144847
1583,2,1Story,CollgCr,6,5,191.0,0.0,3,2.0,1027,563,0.0,0,1,0,0,174761
1494,40,2Story,NAmes,6,7,296.0,0.0,0,2.5,722,510,38.0,1,1,0,0,148749
2119,47,SLvl,NAmes,6,5,238.0,0.0,35,2.5,796,515,40.0,0,1,0,0,137746
2713,3,1Story,CollgCr,7,5,230.0,0.0,3,2.0,1319,454,3.0,0,1,0,0,305453
2154,56,1Story,CollgCr,5,5,167.0,0.0,34,2.0,877,449,50.0,0,1,0,0,140909
3343,14,2Story,CollgCr,7,5,263.0,0.0,-1,2.5,1295,600,4.0,0,1,0,0,215838
1969,12,2Story,OldTown,6,5,198.0,0.0,16,2.0,813,480,2.0,1,1,0,0,109215
2148,68,1Story,NAmes,5,5,179.0,0.0,14,2.0,1925,457,47.0,0,1,0,0,135414
3164,4,1Story,CollgCr,5,5,190.0,0.0,4,2.0,996,500,6.0,0,1,0,0,146849
3984,1,1Story,CollgCr,9,5,251.0,0.0,4,3.0,1525,678,4.0,0,1,0,0,266756
2042,14,1Story,SawyerW,5,7,195.0,0.0,11,2.0,1382,579,27.0,0,1,0,0,111256
1549,48,1Story,NAmes,5,5,155.0,0.0,17,1.0,863,314,17.0,0,1,0,0,135678
1970,85,1Story,IDOTRR,4,7,189.0,0.0,49,1.0,816,266,50.0,0,1,0,0,78778
2157,63,2Story,Edwards,6,6,170.0,0.0,13,1.5,928,382,44.0,1,1,0,0,164455
2235,0,2Story,Somerst,7,5,232.0,0.0,-1,2.5,715,605,0.0,1,1,0,0,200418
4295,14,1Story,Mitchel,6,5,228.0,0.0,20,2.0,1492,554,45.0,0,1,0,0,166064
1989,44,1Story,NAmes,6,6,169.0,0.0,58,2.0,596,463,44.0,0,1,0,0,133311
1952,42,1Story,NAmes,5,6,177.0,0.0,31,2.0,558,351,41.0,0,1,0,0,120719
2978,8,2Story,CollgCr,9,5,328.0,0.0,12,3.5,1563,770,7.0,1,1,0,0,337510
2904,6,1Story,Gilbert,6,5,190.0,0.0,3,2.5,794,486,8.0,0,1,0,0,143989
3162,5,2Story,CollgCr,7,5,267.0,0.0,8,3.5,1132,532,8.0,1,1,0,0,271384
1715,44,1Story,Edwards,4,5,186.0,0.0,57,1.0,608,0,37.0,0,0,0,0,76452
3160,9,1Story,NridgHt,9,5,226.0,0.0,3,2.5,1301,932,3.0,0,1,0,0,286961
2450,92,1.5Fin,OldTown,6,7,242.0,0.0,60,2.0,796,192,73.0,1,1,0,0,116785
1602,39,2Story,NAmes,6,6,159.0,0.0,32,2.5,611,434,54.0,1,1,0,0,176476
2033,63,1Story,NAmes,5,7,164.0,0.0,53,1.0,785,232,52.0,0,1,0,0,120372
3695,6,2Story,Crawfor,7,5,307.0,0.0,3,2.5,697,568,1.0,1,1,0,0,348646
3096,4,1Story,CollgCr,7,5,341.0,0.0,7,3.0,1196,441,3.0,0,1,0,0,241112
2977,9,2Story,Gilbert,7,5,251.0,0.0,11,2.5,449,456,20.0,1,1,0,0,172901
3383,12,2Story,SawyerW,7,5,305.0,0.0,13,2.5,879,807,17.0,1,1,0,0,232117
2379,5,1Story,Somerst,7,5,243.0,0.0,2,2.0,1312,511,0.0,0,1,0,0,222133
2561,32,1Story,NWAmes,6,5,165.0,0.0,29,2.0,877,497,31.0,0,1,0,0,136027
3935,2,1Story,NridgHt,8,5,267.0,0.0,1,2.0,1885,589,4.0,0,1,0,0,247321
1770,70,1Story,NAmes,5,7,175.0,0.0,51,2.0,732,220,53.0,0,1,0,0,145196
1679,42,1Story,CollgCr,6,5,170.0,0.0,42,2.0,1076,590,38.0,0,1,0,0,207465
2810,40,1Story,Mitchel,5,5,221.0,0.0,17,2.0,1554,331,31.0,0,1,0,0,210567
3702,77,2Story,Crawfor,7,8,307.0,0.0,13,3.5,962,749,16.0,1,1,0,0,295692
2316,4,2Story,Gilbert,6,5,269.0,0.0,8,2.5,1009,461,6.0,1,1,0,0,181314
2986,7,2Story,CollgCr,6,5,283.0,0.0,11,2.5,924,356,4.0,1,1,0,0,172130
3344,38,1Story,CollgCr,5,5,183.0,0.0,44,2.0,1440,521,15.0,0,1,0,0,166033
1556,49,1Story,NAmes,5,6,198.0,0.0,41,2.0,732,597,29.0,0,1,0,0,138417
3844,3,1Story,NridgHt,9,5,252.0,0.0,4,3.0,1957,980,3.0,0,1,0,0,384105
2541,12,2Story,OldTown,6,5,311.0,0.0,12,2.5,711,493,16.0,1,1,0,0,209608
1677,41,1Story,NAmes,6,5,173.0,0.0,33,2.0,853,650,31.0,0,1,0,0,155370
4103,4,2Story,NridgHt,8,5,309.0,0.0,1,3.5,1565,650,0.0,1,1,0,0,347520
2106,90,1.5Fin,Edwards,5,7,187.0,0.0,55,2.0,706,342,45.0,1,1,0,0,129715
2764,9,2Story,CollgCr,7,5,256.0,0.0,8,3.5,1423,489,7.0,1,1,0,0,299563
2272,6,1Story,CollgCr,7,5,213.0,0.0,4,2.5,657,532,0.0,0,1,0,0,225640
1893,36,2Story,MeadowV,6,5,193.0,0.0,37,2.0,957,0,,0,1,0,0,161057
2093,47,2Story,BrDale,6,6,213.0,1.0,37,1.5,619,258,43.0,1,1,0,0,118575
2855,16,1Story,CollgCr,7,5,230.0,0.0,10,2.0,1013,518,17.0,0,1,0,0,173321
1370,53,1Story,NAmes,5,5,187.0,0.0,57,1.0,963,235,40.0,0,0,0,0,117004
3390,11,1Story,NridgHt,8,5,243.0,0.0,1,3.0,1785,1061,0.0,0,1,0,0,216512
2553,9,2Story,CollgCr,7,5,253.0,0.0,-1,3.5,746,500,0.0,1,1,0,0,232022
1586,60,1.5Fin,NAmes,5,7,212.0,0.0,48,2.0,716,229,47.0,1,1,0,0,155282
2485,95,1Story,OldTown,6,7,241.0,0.0,10,2.0,1359,550,52.0,0,1,0,0,197375
3504,8,1Story,NridgHt,8,5,266.0,0.0,1,3.0,1934,716,0.0,0,1,0,0,241738
2220,11,2Story,Gilbert,6,5,247.0,0.0,12,2.5,594,477,15.0,1,1,0,0,169290
1802,20,1Story,Mitchel,5,5,159.0,0.0,32,2.0,1038,507,29.0,0,1,0,0,103765
1947,54,1Story,NAmes,5,5,186.0,0.0,26,2.0,949,353,47.0,0,1,0,0,132680
3387,7,2Story,NridgHt,9,5,233.0,0.0,1,3.5,1495,916,6.0,1,1,0,0,391750
2023,80,2Story,OldTown,6,6,219.0,0.0,60,1.5,942,328,48.0,1,1,0,0,114095
2859,32,1Story,CollgCr,5,5,190.0,0.0,40,2.0,1498,595,29.0,0,1,0,0,167225
1840,80,1.5Fin,IDOTRR,5,7,173.0,0.0,59,1.0,750,0,62.0,1,1,0,0,139661
2706,38,1Story,CollgCr,5,5,230.0,0.0,17,2.0,690,503,18.0,0,1,0,0,156662
2959,1,1Story,CollgCr,7,5,236.0,0.0,-1,2.0,1659,496,0.0,0,1,0,0,276090
2570,7,1Story,CollgCr,7,5,226.0,0.0,2,3.0,1521,453,2.0,0,1,0,0,219126
1889,93,1.5Fin,OldTown,6,7,195.0,0.0,59,1.0,765,231,76.0,1,1,0,0,139674
2610,39,2Story,NWAmes,6,5,297.0,0.0,36,2.5,895,424,29.0,1,1,0,0,205526
3085,7,1Story,NoRidge,9,5,269.0,0.0,3,3.5,1254,810,8.0,1,1,0,0,391503
1841,36,1Story,NAmes,5,5,176.0,0.0,35,2.0,1453,494,47.0,0,1,0,0,116368
2392,39,1Story,NAmes,5,5,173.0,0.0,10,2.0,885,477,49.0,0,1,0,0,142834
3272,5,1Story,StoneBr,8,5,331.0,0.0,9,3.0,1451,684,3.0,0,1,0,0,331993
2824,8,1Story,CollgCr,7,5,255.0,0.0,6,3.0,1836,486,12.0,0,1,0,0,225694
2521,49,2Story,NAmes,6,5,222.0,0.0,32,2.5,603,523,45.0,1,1,0,0,143471
2634,6,2Story,StoneBr,7,5,310.0,0.0,12,3.0,1323,413,7.0,1,1,0,0,255808
2946,7,1Story,CollgCr,7,5,268.0,0.0,18,3.0,1637,601,10.0,0,1,0,0,213657
1404,47,1Story,NAmes,5,5,204.0,0.0,10,2.0,749,239,53.0,0,1,0,0,127844
1798,32,1Story,NAmes,5,5,200.0,0.0,40,2.0,994,474,47.0,0,1,0,0,156175
2397,9,1Story,CollgCr,7,5,271.0,0.0,7,2.0,1412,647,13.0,0,1,0,0,200441
2850,13,1Story,CollgCr,7,5,244.0,0.0,2,2.0,1231,617,18.0,0,1,0,0,252004
3336,8,1Story,CollgCr,6,5,217.0,0.0,7,2.0,1383,385,5.0,0,1,0,0,134420
2582,13,1Story,CollgCr,7,5,282.0,0.0,6,2.0,1764,535,6.0,0,1,0,0,313553
3195,58,2Story,Crawfor,6,7,260.0,0.0,13,2.5,941,263,72.0,1,1,0,0,170311
1536,106,1.5Fin,OldTown,4,6,176.0,0.0,58,1.0,787,353,54.0,1,1,0,0,110755
2618,5,2Story,Somerst,8,5,253.0,0.0,-1,2.5,697,560,0.0,1,1,0,0,359422
4418,0,2Story,NridgHt,8,5,235.0,0.0,5,3.5,1358,570,1.0,1,1,0,0,262455
1961,58,1Story,NAmes,5,5,173.0,0.0,48,2.0,611,269,33.0,0,1,0,0,110041
3294,42,1Story,NAmes,5,5,190.0,0.0,5,2.0,1543,343,48.0,0,1,0,0,147857
3375,0,2Story,SawyerW,7,5,305.0,0.0,14,3.5,777,944,21.0,1,1,0,0,282995
3340,3,2Story,SawyerW,7,5,249.0,0.0,11,2.5,827,536,11.0,1,1,0,0,163359
1906,77,1.5Fin,OldTown,5,7,179.0,0.0,56,1.0,1039,242,83.0,1,1,0,0,118122
3274,8,1Story,CollgCr,7,5,246.0,0.0,7,2.5,1004,641,7.0,0,1,0,0,212320
1918,76,2Story,SWISU,7,9,236.0,1.0,3,1.5,1066,541,70.0,1,1,0,0,90684
2025,86,1.5Fin,IDOTRR,5,6,173.0,0.0,60,1.0,703,248,76.0,1,1,0,0,116184
1924,48,1Story,Sawyer,5,5,173.0,0.0,45,2.0,817,312,36.0,0,1,0,0,158496
2129,51,1Story,Edwards,5,5,187.0,0.0,1,2.0,1362,452,15.0,0,1,0,0,108727
2687,1,2Story,Somerst,7,5,278.0,0.0,0,2.5,1096,499,0.0,1,1,0,0,257444
1496,57,1Story,NAmes,5,5,186.0,0.0,46,1.0,727,225,46.0,0,1,0,0,101959
1674,38,1Story,NAmes,6,6,174.0,0.0,37,2.0,1007,643,45.0,0,1,0,0,141094
2000,91,1Story,OldTown,5,7,151.0,0.0,60,1.0,693,286,84.0,0,1,0,0,86264
1964,43,1Story,NAmes,6,5,177.0,0.0,4,2.0,745,470,38.0,0,1,0,0,147411
2097,52,2Story,MeadowV,6,5,215.0,1.0,26,2.0,723,0,,1,1,0,0,95230
1985,45,1Story,NAmes,5,5,150.0,0.0,23,2.0,1009,550,29.0,0,1,0,0,164224
2658,10,1Story,Somerst,7,5,219.0,0.0,4,2.0,1480,487,4.0,0,1,0,0,191817
2316,37,1Story,NWAmes,6,5,176.0,0.0,43,3.0,1217,620,32.0,0,1,0,0,142211
3130,11,1Story,SawyerW,6,5,299.0,0.0,7,3.0,1591,551,5.0,0,1,0,0,175574
1552,52,2Story,NAmes,6,5,186.0,0.0,6,2.5,810,496,43.0,1,1,0,0,193904
1901,34,1Story,NAmes,5,5,140.0,0.0,31,2.0,774,298,28.0,0,1,0,0,135005
1613,95,1.5Fin,OldTown,5,7,178.0,0.0,57,2.0,649,278,61.0,1,1,0,0,107825
2253,35,1Story,NAmes,5,5,172.0,0.0,39,2.0,622,509,27.0,0,1,0,0,111201
2524,19,2Story,Gilbert,7,5,251.0,0.0,17,2.5,747,373,8.0,1,1,0,0,195932
1977,45,1Story,NAmes,5,5,186.0,0.0,8,2.0,1270,405,43.0,0,1,0,0,111572
2925,8,1Story,Blmngtn,7,5,235.0,0.0,0,2.0,1510,853,4.0,0,1,0,0,273871
1490,84,1.5Fin,Edwards,4,5,175.0,0.0,58,1.0,717,66,,1,1,0,0,100141
2935,11,2Story,SawyerW,7,5,317.0,0.0,11,2.5,788,639,19.0,1,1,0,0,250530
2577,6,1Story,CollgCr,7,5,235.0,0.0,2,2.0,1691,699,8.0,0,1,0,0,285254
1401,41,SLvl,MeadowV,5,6,180.0,0.0,37,1.5,538,309,28.0,0,1,0,0,88331
2068,3,1Story,CollgCr,7,5,259.0,0.0,2,2.0,1405,672,5.0,0,1,0,0,189577
4007,6,1Story,CollgCr,7,5,215.0,0.0,2,2.0,1525,619,4.0,0,1,0,0,260049
2228,82,1.5Fin,OldTown,6,7,180.0,0.0,56,1.5,636,232,60.0,1,1,0,0,176052
4136,57,2Story,ClearCr,6,5,308.0,0.0,11,2.5,1397,467,36.0,1,1,0,0,172477
1368,49,1Story,NAmes,5,5,194.0,0.0,40,2.0,967,55,28.0,1,1,0,0,106369
1385,48,1Story,NAmes,5,7,177.0,0.0,55,2.0,893,244,37.0,0,1,0,0,158359
1990,82,1.5Fin,Edwards,5,7,177.0,0.0,54,2.0,895,392,42.0,1,1,0,0,130025
1705,46,1Story,NAmes,5,5,165.0,0.0,28,2.0,905,292,45.0,0,1,0,0,129213
1489,92,1Story,Edwards,4,4,168.0,0.0,58,1.0,675,0,,0,1,0,0,72665
2045,97,1.5Fin,OldTown,5,6,185.0,0.0,56,2.0,656,242,63.0,1,1,0,0,92709
2703,9,2Story,CollgCr,7,5,283.0,0.0,1,2.5,814,554,8.0,1,1,0,0,221260
2553,47,2Story,ClearCr,7,6,330.0,0.0,8,2.5,526,497,48.0,1,1,0,0,216122
2992,51,2Story,OldTown,6,5,282.0,0.0,11,2.5,808,382,39.0,1,1,0,0,267181
1993,27,1Story,Mitchel,5,5,163.0,0.0,31,2.0,1207,423,33.0,0,1,0,0,181114
3537,46,1Story,Mitchel,6,5,164.0,0.0,29,3.0,1243,490,29.0,0,1,0,0,144758
2142,43,1Story,Mitchel,5,5,180.0,0.0,38,2.0,926,499,33.0,0,1,0,0,116759
1790,37,1Story,CollgCr,5,5,189.0,0.0,28,2.0,1071,581,47.0,0,1,0,0,182156
1974,7,1Story,CollgCr,6,5,212.0,0.0,17,2.0,755,543,25.0,0,1,0,0,100682
2743,14,1Story,CollgCr,7,5,220.0,0.0,7,2.0,2001,451,23.0,0,1,0,0,208873
2254,38,1Story,NAmes,5,5,159.0,0.0,46,1.0,587,290,33.0,0,0,0,0,106522
4172,8,2Story,CollgCr,8,5,270.0,0.0,16,3.5,1128,456,7.0,1,1,0,0,221828
3153,6,1Story,CollgCr,6,5,172.0,0.0,14,2.0,1282,481,4.0,0,1,0,0,144720
2706,31,2Story,NWAmes,7,5,198.0,0.0,38,2.5,1077,520,37.0,1,1,0,0,164837
4063,9,2Story,NoRidge,7,5,338.0,0.0,19,3.5,821,837,15.0,1,1,0,0,296112
3405,8,2Story,OldTown,6,7,308.0,0.0,8,2.5,811,449,10.0,1,1,0,0,191973
1748,105,1.5Fin,NAmes,5,7,180.0,0.0,60,1.0,857,176,73.0,1,1,0,0,114852
1261,55,1Story,Edwards,4,5,174.0,0.0,60,1.0,532,23,,0,0,0,0,65448
2919,46,2Story,NWAmes,6,5,275.0,0.0,25,2.5,816,431,28.0,1,1,0,0,115982
2679,10,2Story,Gilbert,7,5,253.0,0.0,4,2.0,1003,548,3.0,1,1,0,0,161711
3296,5,2Story,Gilbert,6,5,344.0,0.0,4,2.5,1594,449,2.0,1,1,0,0,172694
2347,9,2Story,Gilbert,7,5,248.0,0.0,9,2.5,711,464,6.0,1,1,0,0,215022
4044,7,1Story,NridgHt,9,5,242.0,0.0,0,3.0,1765,1005,4.0,0,1,0,0,274913
1754,44,1Story,NAmes,5,5,172.0,0.0,58,2.0,706,209,29.0,0,1,0,0,116840
2942,5,2Story,Somerst,7,5,269.0,0.0,-1,2.5,1361,579,3.0,1,1,0,0,235221
2675,28,2Story,NAmes,6,6,215.0,0.0,29,2.5,941,554,26.0,1,1,0,0,150939
2919,7,1Story,CollgCr,7,5,199.0,0.0,5,2.0,2493,798,1.0,0,1,0,0,202372
3372,12,1Story,NridgHt,8,5,213.0,0.0,2,2.5,1508,788,0.0,0,1,0,0,247123
3986,2,2Story,Somerst,7,5,259.0,0.0,2,3.5,592,588,1.0,1,1,0,0,281341
2172,7,2Story,SawyerW,6,5,249.0,0.0,5,2.5,579,437,3.0,1,1,0,0,156679
2847,54,1Story,NAmes,5,5,229.0,0.0,58,2.0,983,479,51.0,0,1,0,0,105485
1687,108,1.5Fin,OldTown,5,7,202.0,0.0,10,1.0,723,259,85.0,1,1,0,0,140002
1837,51,1Story,NAmes,6,5,154.0,0.0,19,2.0,1025,557,21.0,0,1,0,0,144792
2987,45,2Story,NAmes,6,6,281.0,0.0,43,2.5,635,636,45.0,1,1,0,0,167275
3761,3,2Story,NoRidge,8,5,298.0,0.0,0,3.5,1650,729,6.0,1,1,0,0,355988
2484,37,1Story,NAmes,6,5,206.0,0.0,21,2.5,826,544,50.0,0,1,0,0,138266
1535,13,2Story,Edwards,6,5,196.0,0.0,5,2.0,932,438,12.0,1,1,0,0,161652
1977,64,1.5Fin,BrkSide,6,6,182.0,0.0,59,1.5,805,246,43.0,1,1,0,0,126825
2882,4,1Story,CollgCr,7,5,235.0,0.0,-1,2.0,1536,680,2.0,0,1,0,0,213639
1572,59,1Story,Edwards,5,5,179.0,0.0,43,2.0,864,22,37.0,0,1,0,0,105508
4105,1,1Story,Somerst,8,5,252.0,0.0,0,2.0,2209,940,0.0,0,1,0,0,237523
2046,44,1Story,NAmes,5,5,183.0,0.0,34,2.0,1308,657,30.0,0,0,0,0,118343
1808,68,1Story,OldTown,4,5,171.0,0.0,55,1.0,833,230,82.0,0,0,0,0,93328
1564,100,2Story,OldTown,6,7,155.0,0.0,2,1.5,769,263,45.0,1,1,0,0,97215
1482,51,1Story,Edwards,5,5,187.0,0.0,11,2.0,929,479,17.0,0,1,0,0,144749
1994,83,1.5Fin,SWISU,6,8,245.0,0.0,52,2.0,832,232,77.0,1,1,0,0,132271
1767,60,1Story,NAmes,5,7,161.0,0.0,13,2.0,828,521,10.0,0,1,0,0,129409
3591,12,1Story,OldTown,6,5,348.0,0.0,15,2.0,1707,708,12.0,0,1,0,0,249120
2974,43,1Story,SawyerW,6,5,242.0,0.0,8,3.0,1585,542,10.0,0,1,0,0,197159
1752,42,1Story,Edwards,4,6,159.0,0.0,57,1.0,951,323,45.0,0,1,0,0,94684
1619,88,1.5Fin,OldTown,5,7,176.0,0.0,60,1.0,717,326,72.0,1,1,0,0,143920
